HR_ID	Bayer_Name	Constellation	RA	DEC	X	Y	Magnitude	Distance_LY	Spectrum	Chinese_Name
5695	δ/Lup	豺狼	230.340000	-40.600000	1407	1614	3.2	543	B1.5IV	
5698	ν1/Lup	豺狼	230.530000	-47.900000	1443	1645	5.0	112	F8V	
5704	γ/Cir	圆规	230.840000	-59.300000	1499	1693	4.5	543	B5IV+F8	
5705	φ1/Lup	豺狼	230.450000	-36.300000	1386	1597	3.6	362	K5III	
5708	ε/Lup	豺狼	230.670000	-44.700000	1427	1632	3.4	543	B2IV-V	
5712	φ2/Lup	豺狼	230.790000	-36.900000	1387	1601	4.5	418	B4V	
5723	ε/Lib	天秤	231.050000	-10.300000	1253	1495	4.9	108	F5IV	
5733	μ1/Boo	牧夫	231.120000	37.400000	1013	1302	4.3	125	F0V	七公六
5735	γ/UMi	小熊	230.180000	71.800000	852	1150	3.0	543	A3II-III	太子
5744	ι/Dra	天龙	231.230000	59.000000	904	1216	3.3	105	K2III	
5747	β/CrB	北冕	231.960000	29.100000	1048	1345	3.7	116	F0p	贯索三
5771	ε/TrA	南三角	234.180000	-66.300000	1529	1728	4.1	217	K1-2III	
5776	γ/Lup	豺狼	233.780000	-41.200000	1399	1632	2.8	440	B2IV	
5778	θ/CrB	北冕	233.230000	31.400000	1026	1349	4.1	326	B6Vnne	
5787	γ/Lib	天秤	233.880000	-14.800000	1261	1532	3.9	155	G8.5III	氐宿三
5788	δ/Ser	巨蛇	233.700000	10.500000	1131	1434	3.8	217	F0IV	
5789	δ/Ser	巨蛇	233.700000	10.500000	1131	1434	3.8	217	F0IV	
5793	α/CrB	北冕	233.670000	26.700000	1047	1372	2.2	75	A0V	贯索四
5794	υ/Lib	天秤	234.260000	-28.100000	1329	1584	3.6	203	K3III	
5797	omg/Lup	豺狼	234.510000	-42.600000	1404	1640	4.3	232	K4.5III	
5812	τ/Lib	天秤	234.660000	-29.800000	1336	1593	3.7	465	B2.5V	
5820	ψ1/Lup	豺狼	234.940000	-34.400000	1359	1612	4.7	250	G8III	
5826	θ/UMi	小熊	232.850000	77.300000	793	1166	5.0	374	K5III	
5838	κ/Lib	天秤	235.490000	-19.700000	1279	1561	4.7	407	M0-IIIb	
5839	ψ2/Lup	豺狼	235.670000	-34.700000	1358	1617	4.8	407	B5V	
5842	ι/Ser	巨蛇	235.390000	19.700000	1071	1416	4.5	203	A1V	
5849	γ/CrB	北冕	235.690000	26.300000	1033	1395	3.8	148	B9IV+A3V	
5854	α/Ser	巨蛇	236.070000	6.400000	1137	1471	2.7	74	K2IIIbCN1Fe4143-1	蜀
5867	β/Ser	巨蛇	236.550000	15.400000	1086	1443	3.7	155	A2IV	
5868	λ/Ser	巨蛇	236.610000	7.400000	1128	1472	4.4	38	G0V	
5879	κ/Ser	巨蛇	237.180000	18.100000	1067	1440	4.1	362	M0.5IIIab	
5881	μ/Ser	巨蛇	237.400000	-3.400000	1182	1517	3.5	163	A0V	
5883	χ/Lup	豺狼	237.740000	-33.600000	1345	1623	4.0	217	B9IV	
5889	δ/CrB	北冕	237.400000	26.100000	1022	1414	4.6	171	G3.5III-IVFe-1	
5892	ε/Ser	巨蛇	237.700000	4.500000	1138	1492	3.7	70	A2m	
5897	β/TrA	南三角	238.780000	-63.400000	1506	1729	2.8	40	F2III	
5899	ro/Ser	巨蛇	237.820000	21.000000	1047	1437	4.8	407	K4-5III	
5901	κ/CrB	北冕	237.810000	35.700000	967	1386	4.8	101	K1IVa	
5903	ζ/UMi	小熊	236.010000	77.800000	756	1213	4.3	407	A3Vn	
5908	θ/Lib	天秤	238.460000	-16.700000	1250	1570	4.2	163	G8.5IIIb	
5914	χ/Her	武仙	238.170000	42.500000	927	1367	4.6	51	F8VFe-2Hdelta-1	
5928	ro/Sco	天蝎	239.220000	-29.200000	1316	1617	3.9	465	B2IV-V	
5933	γ/Ser	巨蛇	239.110000	15.700000	1068	1468	3.9	36	F6V	
5944	π/Sco	天蝎	239.710000	-26.100000	1297	1610	2.9	465	B1V+B2V	
5947	ε/CrB	北冕	239.400000	26.900000	1004	1434	4.2	232	K2IIIab	
5948	η/Lup	豺狼	240.030000	-38.400000	1364	1651	3.4	543	B2.5IV	
5953	δ/Sco	天蝎	240.080000	-22.600000	1276	1601	2.3	407	B0.3IV	房宿三
5961	ι1/Nor	矩尺	240.880000	-57.800000	1471	1717	4.6	141	A7IV	
5962	η/Nor	矩尺	240.800000	-49.200000	1423	1689	4.7	232	G8III	
5971	ι/CrB	北冕	240.360000	29.900000	981	1435	5.0	362	A0p:Hg:	
5972	π/Ser	巨蛇	240.570000	22.800000	1019	1460	4.8	181	A3V	
5978	ξ/Sco	天蝎	241.090000	-11.400000	1209	1573	4.8	101	F5IV	
5980	δ/Nor	矩尺	241.620000	-45.200000	1398	1680	4.7	125	Am	
5982	υ/Her	武仙	240.700000	46.000000	888	1389	4.8	407	B9III	
5984	β1/Sco	天蝎	241.360000	-19.800000	1255	1601	2.6	543	B1V	房宿四
5985	β2/Sco	天蝎	241.360000	-19.800000	1255	1601	4.9	636	B2V	
5986	θ/Dra	天龙	240.470000	58.600000	819	1345	4.0	69	F8IV	
5987	θ/Lup	豺狼	241.650000	-36.800000	1351	1655	4.2	465	B2.5Vn	
5993	omg1/Sco	天蝎	241.700000	-20.700000	1259	1606	4.0	465	B1V	
5997	omg2/Sco	天蝎	241.850000	-20.900000	1260	1607	4.3	271	G3II-III	
6008	κ/Her	武仙	242.020000	17.000000	1044	1494	5.0	407	G8III	
6018	τ/CrB	北冕	242.240000	36.500000	931	1438	4.8	116	K0III-IV	
6020	δ1/Aps	天燕	245.090000	-78.700000	1586	1787	4.7	596	M5IIIb	
6023	φ/Her	武仙	242.190000	44.900000	884	1412	4.3	232	B9p:Mn:	
6024	κ/Nor	矩尺	243.370000	-54.600000	1449	1715	4.9	465	G8III	
6027	ν/Sco	天蝎	243.000000	-19.500000	1248	1611	4.0	465	B3V	键闭
6030	δ/TrA	南三角	243.860000	-63.700000	1500	1743	3.8	1365	G2Ib-IIa	
6031	ψ/Sco	天蝎	243.000000	-10.100000	1194	1584	4.9	171	A3IV	
6056	δ/Oph	蛇夫	243.590000	-3.700000	1154	1570	2.8	171	M0.5III	梁
6058	γ1/Nor	矩尺	244.250000	-50.100000	1421	1706	5.0	1719	F9Ia	
6072	γ2/Nor	矩尺	244.960000	-50.200000	1420	1709	4.0	130	G8III	
6075	ε/Oph	蛇夫	244.580000	-4.700000	1156	1582	3.2	108	G9.5IIIbCN-1	楚
6081	ο/Sco	天蝎	245.160000	-24.200000	1268	1639	4.6	342	A5II	
6084	σ/Sco	天蝎	245.300000	-25.600000	1275	1644	2.9	356	B2III+O9.5V	
6092	τ/Her	武仙	244.930000	46.300000	857	1445	3.9	326	B5IV	
6093	σ/Ser	巨蛇	245.520000	1.000000	1119	1574	4.8	90	F0V	
6095	γ/Her	武仙	245.480000	19.200000	1012	1525	3.8	203	A9III	
6098	ζ/TrA	南三角	247.120000	-70.100000	1534	1768	4.9	39	F9V	
6102	γ/Aps	天燕	248.360000	-78.900000	1586	1791	3.9	163	G8-K0III	
6103	ξ/CrB	北冕	245.520000	30.900000	943	1495	4.8	191	K0III	
6104	ψ/Oph	蛇夫	246.030000	-20.000000	1240	1634	4.5	181	K0II-III	
6115	ε/Nor	矩尺	246.800000	-47.600000	1401	1710	4.5	407	B4V	
6116	η/UMi	小熊	244.380000	75.800000	689	1355	4.9	98	F5V	
6117	omg/Her	武仙	246.350000	14.000000	1039	1549	4.6	250	B9pCr	斗一
6118	χ/Oph	蛇夫	246.760000	-18.500000	1229	1636	4.4	543	B2IV:pe	
6129	υ/Oph	蛇夫	246.950000	-8.400000	1169	1612	4.6	125	A3m	
6132	η/Dra	天龙	246.000000	61.500000	761	1420	2.7	88	G8IIIab	少宰
6134	α/Sco	天蝎	247.350000	-26.400000	1274	1660	0.9	381	M1.5Iab-Ib+B4Ve	心宿二
6147	φ/Oph	蛇夫	247.780000	-16.600000	1215	1639	4.3	217	G8IIIa	
6148	β/Her	武仙	247.550000	21.500000	988	1543	2.8	148	G7IIIa	河中
6149	λ/Oph	蛇夫	247.730000	2.000000	1104	1593	3.8	171	A0V+A4V	列肆二
6153	omg/Oph	蛇夫	248.030000	-21.500000	1243	1652	4.4	181	A7p	
6155	μ/Nor	矩尺	248.520000	-44.000000	1377	1709	4.9	3757	B0Ia	
6163	β/Aps	天燕	250.770000	-77.500000	1576	1791	4.2	163	K0III	
6165	τ/Sco	天蝎	248.970000	-28.200000	1281	1675	2.8	465	B0V	心宿一
6168	σ/Her	武仙	248.530000	42.400000	858	1505	4.2	326	B9V	
6175	ζ/Oph	蛇夫	249.290000	-10.600000	1174	1637	2.6	465	09.5Vn	
6212	ζ/Her	武仙	250.320000	31.600000	915	1554	2.8	35	G0IV	
6217	α/TrA	南三角	252.170000	-69.000000	1524	1776	1.9	465	K2IIb-IIIa	三角形三
6220	η/Her	武仙	250.720000	38.900000	868	1543	3.5	112	G8IIIbCN-1	
6229	η/Ara	天坛	252.450000	-59.000000	1462	1757	3.8	326	K5III	
6241	ε/Sco	天蝎	252.540000	-34.300000	1310	1710	2.3	66	K2.5III	
6247	μ1/Sco	天蝎	252.970000	-38.000000	1332	1719	3.0	457	B1.5V+B6.5V	
6252	μ2/Sco	天蝎	253.080000	-38.000000	1332	1720	3.6	543	B2IV	
6262	ζ1/Sco	天蝎	253.500000	-42.400000	1358	1730	4.7	2483	B1Iape	
6271	ζ2/Sco	天蝎	253.650000	-42.400000	1358	1731	3.6	155	K4III	
6281	ι/Oph	蛇夫	253.500000	10.200000	1033	1634	4.4	250	B8V	
6285	ζ/Ara	天坛	254.650000	-56.000000	1441	1759	3.1	90	K3III	
6295	ε1/Ara	天坛	254.900000	-53.200000	1424	1756	4.1	326	K4IIIab	
6299	κ/Oph	蛇夫	254.420000	9.400000	1035	1645	3.2	88	K2III	
6322	ε/UMi	小熊	251.490000	82.000000	601	1466	4.2	362	G5III	
6324	ε/Her	武仙	255.070000	30.900000	900	1617	3.9	163	A0V	
6378	η/Oph	蛇夫	257.590000	-15.700000	1185	1715	2.4	85	A2V	宋
6380	η/Sco	天蝎	258.040000	-43.200000	1357	1755	3.3	72	F3III-IVp	
6396	ζ/Dra	天龙	257.200000	65.700000	674	1595	3.2	362	B6III	上弼
6406	α1/Her	武仙	258.660000	14.400000	993	1685	3.5	407	M5Ib-II	帝座
6410	δ/Her	武仙	258.760000	24.800000	927	1673	3.1	79	A3IV	
6417	ζ/Aps	天燕	260.500000	-67.800000	1511	1794	4.8	326	K2III	
6418	π/Her	武仙	258.760000	36.800000	851	1658	3.2	407	K3IIab	
6445	ξ/Oph	蛇夫	260.250000	-21.100000	1215	1742	4.4	57	F1III-IV	
6446	ν/Ser	巨蛇	260.210000	-12.800000	1162	1733	4.3	203	A2V	
6453	θ/Oph	蛇夫	260.500000	-25.000000	1239	1748	3.3	564	B2IV	
6461	β/Ara	天坛	261.320000	-55.500000	1433	1784	2.8	740	K3Ib-IIa	
6462	γ/Ara	天坛	261.350000	-56.400000	1438	1785	3.3	1919	B1Ib	
6485	ro/Her	武仙	260.920000	37.100000	844	1688	4.5	407	B9.5III	
6498	σ/Oph	蛇夫	261.630000	4.100000	1053	1729	4.3	517	K2II	
6500	δ/Ara	天坛	262.770000	-60.700000	1465	1794	3.6	191	B8Vn	
6508	υ/Sco	天蝎	262.690000	-37.300000	1316	1774	2.7	543	B2IV	尾宿九
6510	α/Ara	天坛	262.960000	-49.900000	1396	1786	3.0	250	B2Vne	
6526	λ/Her	武仙	262.680000	26.100000	910	1722	4.4	407	K3.5IIIBa0.1	赵
6527	λ/Sco	天蝎	263.400000	-37.100000	1314	1778	1.6	316	B2IV+B	尾宿八
6536	β/Dra	天龙	262.610000	52.300000	743	1700	2.8	362	G2Ib-IIa	天棓三
6537	σ/Ara	天坛	263.910000	-46.500000	1374	1788	4.6	407	A0V	
6553	θ/Sco	天蝎	264.330000	-43.000000	1351	1788	1.9	296	F1II	尾宿五
6554	ν1/Dra	天龙	263.040000	55.200000	724	1704	4.9	101	A6V	
6555	ν2/Dra	天龙	263.070000	55.200000	724	1705	4.9	101	A4m	
6556	α/Oph	蛇夫	263.730000	12.600000	995	1745	2.1	47	A5III	候
6561	ξ/Ser	巨蛇	264.400000	-15.400000	1174	1771	3.5	108	F0IVdeltaSct	
6567	μ/Oph	蛇夫	264.460000	-8.100000	1127	1767	4.6	619	B8II-IIIp:Mn	
6569	λ/Ara	天坛	265.100000	-49.400000	1392	1795	4.8	72	F3IV	
6580	κ/Sco	天蝎	265.620000	-39.000000	1325	1792	2.4	465	B1.5III	
6581	ο/Ser	巨蛇	265.350000	-12.900000	1157	1777	4.2	171	A2V	
6582	η/Pav	孔雀	266.430000	-64.700000	1490	1807	3.6	407	K2II	
6588	ι/Her	武仙	264.870000	46.000000	780	1739	3.8	543	B3IV	
6596	omg/Dra	天龙	264.240000	68.800000	634	1715	4.8	77	F5V	
6603	β/Oph	蛇夫	265.870000	4.600000	1044	1774	2.8	83	K2III	宗正一
6615	ι1/Sco	天蝎	266.900000	-40.100000	1331	1800	3.0	4373	F2Iae	
6623	μ/Her	武仙	266.610000	27.700000	895	1773	3.4	27	G5IV	
6629	γ/Oph	蛇夫	266.970000	2.700000	1056	1786	3.8	95	A0V	
6631	ι2/Sco	天蝎	267.550000	-40.100000	1331	1804	4.8	2224	A2Ib	
6636	ψ1/Dra	天龙	265.480000	72.100000	611	1735	4.6	72	F5IV-V	女史增一
6688	ξ/Dra	天龙	268.380000	56.900000	706	1791	3.8	112	K2III	上辅
6695	θ/Her	武仙	269.060000	37.300000	832	1804	3.9	401	K1IIaCN+2	
6698	ν/Oph	蛇夫	269.760000	-9.800000	1136	1815	3.3	155	K0IIIaCN-1	
6703	ξ/Her	武仙	269.440000	29.200000	884	1810	3.7	135	G8III	
6705	γ/Dra	天龙	269.150000	51.500000	741	1804	2.2	148	K5III	天棓四
6707	ν/Her	武仙	269.630000	30.200000	878	1812	4.4	691	F2II	
6710	ζ/Ser	巨蛇	270.120000	-3.700000	1096	1819	4.6	75	F2IV	
6742	γ1/Sgr	人马	271.250000	-29.600000	1263	1826	4.7	151	F4-G1Ib	
6743	θ/Ara	天坛	271.660000	-50.100000	1395	1825	3.7	2133	B2Ib	
6745	π/Pav	孔雀	272.140000	-63.700000	1483	1824	4.3	141	A7pSr	
6746	γ2/Sgr	人马	271.450000	-30.400000	1269	1827	3.0	98	K0III	箕宿一
6779	ο/Her	武仙	271.890000	28.800000	887	1843	3.8	362	B9.5V	
6783	ε/Tel	望远镜	272.810000	-46.000000	1369	1831	4.5	465	K0III	
6789	δ/UMi	小熊	263.050000	86.600000	523	1680	4.4	191	A1Vn	勾陈二
6812	μ/Sgr	人马	273.440000	-21.100000	1209	1844	3.8	3723	B8Iape	
6832	η/Sgr	人马	274.410000	-36.800000	1311	1844	3.1	155	M3.5III	
6855	ξ/Pav	孔雀	275.810000	-61.500000	1470	1836	4.4	465	K4III	
6859	δ/Sgr	人马	275.250000	-29.800000	1266	1853	2.7	326	K3IIIa*	箕宿二
6869	η/Ser	巨蛇	275.330000	-2.900000	1094	1870	3.2	62	K2IIIabCN1	
6872	κ/Lyr	天琴	274.960000	36.100000	843	1888	4.3	250	K2IIIabCN1	
6879	ε/Sgr	人马	276.040000	-34.400000	1296	1855	1.9	148	B9.5III	箕宿三
6884	ζ/Sct	盾牌	275.910000	-8.900000	1133	1871	4.7	191	G9IIIbFe0.5	
6897	α/Tel	望远镜	276.740000	-46.000000	1371	1851	3.5	250	B3IV	
6905	ζ/Tel	望远镜	277.210000	-49.100000	1391	1851	4.1	130	G8-K0III	
6913	λ/Sgr	人马	276.990000	-25.400000	1239	1868	2.8	77	K1IIIb	斗宿二
6916	ν/Pav	孔雀	277.840000	-62.300000	1476	1842	4.6	543	B7-8III	
6920	φ/Dra	天龙	275.190000	71.300000	617	1912	4.2	296	A0pSi:	左枢
6927	χ/Dra	天龙	275.260000	72.700000	608	1914	3.6	26	F7V	
6930	γ/Sct	盾牌	277.300000	-14.600000	1171	1879	4.7	296	A3Vn	
6934	δ1/Tel	望远镜	277.940000	-45.900000	1371	1857	5.0	505	B6IV	
6951	θ/CrA	南冕	278.380000	-42.300000	1348	1862	4.6	208	G8III	
6973	α/Sct	盾牌	278.800000	-8.200000	1132	1898	3.8	181	K3III-IIIb	
6982	ζ/Pav	孔雀	280.760000	-71.400000	1535	1840	4.0	217	K0III	
7001	α/Lyr	天琴	279.230000	38.800000	833	1951	0.0	25	A0Va	织女一
7020	δ/Sct	盾牌	280.570000	-9.100000	1140	1913	4.7	191	F2IIIpdeltaDel	
7032	ε/Sct	盾牌	280.880000	-8.300000	1135	1917	4.9	543	G8II	
7039	φ/Sgr	人马	281.410000	-27.000000	1255	1898	3.2	232	B8III	
7056	ζ1/Lyr	天琴	281.190000	37.600000	846	1977	4.4	155	Am	
7063	β/Sct	盾牌	281.790000	-4.700000	1114	1930	4.2	432	G5IICN0.5Fe1Hdelta1	
7074	λ/Pav	孔雀	283.050000	-62.200000	1478	1858	4.2	1286	B2II-IIIe	
7106	β/Lyr	天琴	282.520000	33.400000	876	1990	3.4	197	B7Ve+A8p	渐台二
7107	κ/Pav	孔雀	284.240000	-67.200000	1510	1854	4.4	543	F5I-II	
7116	ν1/Sgr	人马	283.540000	-22.700000	1231	1919	4.8	189	K2I	斗宿三
7120	ν2/Sgr	人马	283.780000	-22.700000	1231	1921	5.0	271	K3II-IIIBa0.8CN2	
7121	σ/Sgr	人马	283.820000	-26.300000	1254	1916	2.0	232	B2.5V	斗宿四
7125	ο/Dra	天龙	282.800000	59.400000	714	2031	4.7	326	G9IIIbCN-0.5	
7134	λ/Tel	望远镜	284.610000	-52.900000	1421	1878	4.9	543	A0V	
7139	δ2/Lyr	天琴	283.630000	36.900000	858	2010	4.3	1085	M4II	
7141	θ1/Ser	巨蛇	284.050000	4.200000	1064	1965	4.6	135	A5V	徐
7142	θ2/Ser	巨蛇	284.060000	4.200000	1064	1965	5.0	148	A5Vn	
7149	η/Sct	盾牌	284.260000	-5.800000	1127	1951	4.8	217	K2III	
7150	ξ2/Sgr	人马	284.430000	-21.100000	1222	1928	3.5	407	K1III	
7152	ε/CrA	南冕	284.680000	-37.100000	1323	1904	4.9	98	F2V	
7176	ε/Aql	天鹰	284.910000	15.100000	998	1992	4.0	155	K1IIICN0.5Ba0.2	吴越增一
7178	γ/Lyr	天琴	284.740000	32.700000	888	2019	3.2	171	B9III	渐台三
7180	υ/Dra	天龙	283.600000	71.300000	642	2062	4.8	362	K0III	
7188	ζ/CrA	南冕	285.780000	-42.100000	1355	1901	4.8	191	B9.5V	
7192	λ/Lyr	天琴	285.000000	32.100000	892	2021	5.0	253	K2.5IIIBa0.4	
7194	ζ/Sgr	人马	285.650000	-29.900000	1280	1922	2.6	90	A2III+A4IV	
7217	ο/Sgr	人马	286.170000	-21.700000	1230	1940	3.8	141	G8III	
7234	τ/Sgr	人马	286.730000	-27.700000	1268	1933	3.3	120	K1III	
7235	ζ/Aql	天鹰	286.350000	13.900000	1010	2006	3.0	83	A0Vn	
7236	λ/Aql	天鹰	286.560000	-4.900000	1127	1974	3.4	125	B9Vn	
7242	δ/CrA	南冕	287.090000	-40.500000	1348	1911	4.6	181	K1III	
7254	α/CrA	南冕	287.370000	-37.900000	1332	1918	4.1	130	A2V	
7259	β/CrA	南冕	287.510000	-39.300000	1341	1916	4.1	543	K0II	
7264	π/Sgr	人马	287.440000	-21.000000	1228	1951	2.9	465	F2II	建三
7292	ψ/Sgr	人马	288.880000	-25.300000	1258	1952	4.8	362	F2:+F7III	
7298	η/Lyr	天琴	288.440000	39.100000	863	2081	4.4	654	B2.5IV	辇道二
7310	δ/Dra	天龙	288.140000	67.700000	687	2134	3.1	101	G9III	
7314	θ/Lyr	天琴	289.090000	38.100000	872	2087	4.4	491	K0II	
7328	κ/Cyg	天鹅	289.270000	53.400000	780	2122	3.8	125	G9III	
7337	β1/Sgr	人马	290.660000	-44.500000	1378	1921	4.0	407	B9V	天渊一
7340	ro1/Sgr	人马	290.420000	-17.800000	1216	1980	3.9	125	F0IV-V	
7342	υ/Sgr	人马	290.430000	-16.000000	1206	1984	4.6	681	B2Vpe+A2IaShell	
7343	β2/Sgr	人马	290.800000	-44.800000	1380	1921	4.3	141	F2III	
7348	α/Sgr	人马	290.970000	-40.600000	1355	1931	4.0	171	B8V	天渊三
7352	τ/Dra	天龙	288.890000	73.400000	656	2158	4.4	155	K3IIICN1	
7371	π/Dra	天龙	290.170000	65.700000	711	2163	4.6	232	A2IIIs	
7377	δ/Aql	天鹰	291.370000	3.100000	1094	2036	3.4	50	F3IV	右旗三
7387	ν/Aql	天鹰	291.630000	0.300000	1112	2032	4.7	1575	F2Ib	
7405	α/Vul	狐狸	292.180000	24.700000	968	2097	4.4	296	M0III	
7417	β1/Cyg	天鹅	292.680000	28.000000	951	2111	3.1	407	K3II+B0.5V	辇道增七
7420	ι2/Cyg	天鹅	292.430000	51.700000	808	2166	3.8	125	A5Vn	
7424	ι/Tel	望远镜	293.800000	-48.100000	1405	1926	4.9	407	K0III	
7429	μ/Aql	天鹰	293.520000	7.400000	1077	2068	4.4	112	K3IIIb	
7446	κ/Aql	天鹰	294.220000	-7.000000	1165	2037	5.0	1719	B0.5III	
7447	ι/Aql	天鹰	294.180000	-1.300000	1131	2052	4.4	326	B5III	
7462	σ/Dra	天龙	293.090000	69.700000	706	2221	4.7	18	K0V	天厨二
7469	θ/Cyg	天鹅	294.110000	50.200000	828	2187	4.5	61	F4V	
7478	φ/Cyg	天鹅	294.840000	30.200000	950	2143	4.7	250	G8III-IV	
7479	α/Sge	天箭	295.020000	18.000000	1022	2112	4.4	543	G1III	左旗一
7488	β/Sge	天箭	295.260000	17.500000	1026	2113	4.4	543	G8IIIaCN0.5	
7525	γ/Aql	天鹰	296.560000	10.600000	1073	2107	2.7	465	K3II	河鼓三
7528	δ/Cyg	天鹅	296.240000	45.100000	872	2202	2.9	171	B9.5IV+F1V	
7536	δ/Sge	天箭	296.850000	18.500000	1029	2133	3.8	465	M2II+A0V	
7546	ζ/Sge	天箭	297.240000	19.100000	1027	2139	5.0	362	A3V	
7557	α/Aql	天鹰	297.700000	8.900000	1088	2114	0.8	16	A7V	河鼓二(牛郎)
7564	χ/Cyg	天鹅	297.640000	32.900000	951	2185	4.2	362	S6+/1e	
7570	η/Aql	天鹰	298.120000	1.000000	1135	2094	3.9	858	F6Ibv	
7581	ι/Sgr	人马	298.810000	-41.900000	1381	1967	4.1	191	K0II-III	
7582	ε/Dra	天龙	297.040000	70.300000	732	2287	3.8	148	G7IIIbCN-2	天厨三
7590	ε/Pav	孔雀	300.150000	-72.900000	1557	1873	4.0	108	A0V	
7595	ξ/Aql	天鹰	298.560000	8.500000	1095	2121	4.7	217	K0IIIb	
7597	omg/Sgr	人马	298.960000	-26.300000	1293	2016	4.7	77	G5V	狗国四
7602	β/Aql	天鹰	298.830000	6.400000	1108	2117	3.7	45	G8IV	河鼓一
7615	η/Cyg	天鹅	299.080000	35.100000	948	2209	3.9	141	K0III	
7619	ψ/Cyg	天鹅	298.910000	52.400000	849	2261	4.9	296	A4Vn	
7623	θ1/Sgr	人马	299.930000	-35.300000	1347	1993	4.4	496	B3IV	
7635	γ/Sge	天箭	299.690000	19.500000	1039	2167	3.5	296	M0III	
7665	δ/Pav	孔雀	302.180000	-66.200000	1523	1899	3.6	20	G6-8IV	
7673	ξ/Tel	望远镜	301.850000	-52.900000	1449	1944	5.0	319	M1IIab	
7685	ro/Dra	天龙	300.700000	67.900000	778	2337	4.5	407	K3III	
7710	θ/Aql	天鹰	302.830000	-0.800000	1169	2129	3.2	296	B9.5III	
7724	ro/Aql	天鹰	303.570000	15.200000	1088	2192	4.9	155	A2V	
7747	α1/Cap	摩羯	304.410000	-12.500000	1240	2100	4.3	1582	G3Ib	
7750	κ/Cep	仙王	302.220000	77.700000	738	2394	4.4	362	B9III	
7754	α2/Cap	摩羯	304.510000	-12.500000	1241	2100	3.6	108	G8IIIb	牛宿二
7773	ν/Cap	摩羯	305.170000	-12.800000	1246	2104	4.8	296	B9.5V	牛宿增七
7776	β/Cap	摩羯	305.250000	-14.800000	1257	2097	3.1	362	F8V+A0	牛宿一
7790	α/Pav	孔雀	306.410000	-56.700000	1480	1945	1.9	191	B2IV	孔雀十一
7796	γ/Cyg	天鹅	305.560000	40.300000	969	2306	2.2	657	F8Ib	天津一
7822	ro/Cap	摩羯	307.210000	-17.800000	1282	2099	4.8	98	F2IV	
7844	omg1/Cyg	天鹅	307.510000	49.000000	942	2363	4.9	782	B2.5IV	天津增三十七
7848	φ1/Pav	孔雀	308.890000	-60.600000	1505	1936	4.8	90	F1III	
7850	θ/Cep	仙王	307.390000	63.000000	869	2416	4.2	135	A7III	
7852	ε/Del	海豚	308.300000	11.300000	1140	2222	4.0	362	B6III	败瓜一
7859	ro/Pav	孔雀	309.400000	-61.500000	1511	1934	4.9	203	F5deltaDel	
7869	α/Ind	印第安	309.390000	-47.300000	1440	1992	3.1	101	K0IIICNIII-IV	
7871	ζ/Del	海豚	308.830000	14.700000	1127	2241	4.7	232	A3V	
7882	β/Del	海豚	309.390000	14.600000	1132	2245	3.6	98	F5IV	瓠瓜四
7906	α/Del	海豚	309.910000	15.900000	1129	2255	3.8	250	B9IV	瓠瓜一
7913	β/Pav	孔雀	311.240000	-66.200000	1537	1919	3.4	141	A7III	
7920	η/Ind	印第安	311.010000	-51.900000	1467	1979	4.5	79	A7III-IV-A9v	
7924	α/Cyg	天鹅	310.360000	45.300000	988	2382	1.2	1726	A2Iae	天津四
7928	δ/Del	海豚	310.860000	15.100000	1140	2261	4.4	203	A7IIIpdeltaDel	
7936	ψ/Cap	摩羯	311.520000	-25.300000	1340	2094	4.1	47	F4V	
7948	γ2/Del	海豚	311.660000	16.100000	1142	2272	4.3	101	K1IV	
7949	ε/Cyg	天鹅	311.550000	34.000000	1054	2348	2.5	72	K0III	天津九
7950	ε/Aqr	宝瓶	311.920000	-9.500000	1266	2164	3.8	232	A1V	女宿一
7952	ζ/Ind	印第安	312.370000	-46.200000	1444	2008	4.9	407	K5III	
7957	η/Cep	仙王	311.320000	61.800000	918	2463	3.4	47	K0IV	
7963	λ/Cyg	天鹅	311.850000	36.500000	1045	2361	4.5	399	B5Ve	
7965	α/Mic	显微镜	312.490000	-33.800000	1385	2062	4.9	407	G7III	
7980	omg/Cap	摩羯	312.950000	-26.900000	1355	2095	4.1	210	K5IIIa	
7986	β/Ind	印第安	313.700000	-58.500000	1506	1958	3.7	414	K1II	
7990	μ/Aqr	宝瓶	313.160000	-9.000000	1272	2175	4.8	155	A3m	
8028	ν/Cyg	天鹅	314.290000	41.200000	1047	2408	3.9	362	A1Vn	
8039	γ/Mic	显微镜	315.320000	-32.300000	1391	2082	4.7	232	G6III	
8060	η/Cap	摩羯	316.100000	-19.900000	1339	2143	4.8	163	A5V	
8075	θ/Cap	摩羯	316.490000	-17.200000	1329	2158	4.1	163	A1V	
8079	ξ/Cyg	天鹅	316.230000	43.900000	1056	2441	3.7	1328	K4-5Ib-II	
8093	ν/Aqr	宝瓶	317.400000	-11.400000	1310	2190	4.5	171	G8III	
8097	γ/Equ	小马	317.590000	10.100000	1217	2294	4.7	116	F0p	
8115	ζ/Cyg	天鹅	318.230000	30.200000	1136	2395	3.2	155	G8III-IIIaBa0.6	
8123	δ/Equ	小马	318.620000	10.000000	1226	2301	4.5	60	F5V+G0V	
8130	τ/Cyg	天鹅	318.700000	38.000000	1108	2437	3.7	69	F2IV	
8131	α/Equ	小马	318.960000	5.200000	1250	2280	3.9	191	G0III+A5V	虚宿二
